,ts_generation,generated_by,co2,pressure,temperature,humidity
70,1750959133619,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,479.0,1006.3,27.6,57.0
71,1750959735227,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,473.0,1006.3,27.9,57.0
72,1750960336871,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,476.0,1006.5,27.9,57.0
73,1750960938507,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,485.0,1006.7,28.0,57.0
74,1750961540101,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,487.0,1006.7,28.0,57.0
75,1750962141715,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,483.0,1006.8,28.1,57.0
76,1750962743327,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,495.0,1006.8,28.1,57.0
77,1750963344970,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,459.0,1006.9,28.1,57.0
78,1750963946569,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,485.0,1006.9,28.2,57.0
79,1750964548186,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,488.0,1007.1,28.2,57.0
80,1750965149833,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,493.0,1007.2,28.2,57.0
81,1750965751437,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,484.0,1007.4,28.3,57.0
82,1750966353049,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,479.0,1007.5,28.2,57.0
83,1750966954700,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,473.0,1007.7,28.3,57.0
84,1750967556324,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,497.0,1007.8,28.3,57.0
85,1750968157946,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,474.0,1007.9,28.3,57.0
86,1750968759568,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,479.0,1008.0,28.3,56.5
87,1750969361181,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,488.0,1008.1,28.3,56.5
88,1750969962801,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,489.0,1008.2,28.3,56.5
89,1750970564411,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,496.0,1008.2,28.2,56.5
90,1750971166105,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,507.0,1008.3,28.2,56.5
91,1750971767669,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,503.0,1008.4,28.2,56.5
92,1750972369294,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,511.0,1008.4,28.2,56.5
93,1750972970937,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,504.0,1008.5,28.2,56.5
94,1750973572572,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,486.0,1008.5,28.2,56.5
95,1750974174199,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,493.0,1008.5,28.1,56.5
96,1750974775813,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,490.0,1008.5,28.2,56.5
97,1750975377434,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,504.0,1008.6,28.1,56.5
98,1750975979044,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,500.0,1008.7,28.1,56.5
99,1750976580677,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,519.0,1008.7,28.1,56.5
100,1750977182288,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,492.0,1008.8,28.1,56.5
101,1750977783970,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,495.0,1008.7,28.1,56.0
102,1750978385537,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,513.0,1008.7,28.0,56.0
103,1750978987153,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,501.0,1008.7,28.0,56.0
104,1750979588791,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,511.0,1008.8,27.9,55.5
105,1750980190416,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,502.0,1008.6,27.9,55.5
106,1750980792053,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,505.0,1008.8,27.9,55.5
107,1750981393689,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,501.0,1008.9,27.8,55.5
108,1750981995298,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,517.0,1009.0,27.9,55.0
109,1750982596938,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,502.0,1009.3,27.8,55.0
110,1750983198547,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,506.0,1009.4,27.7,55.5
111,1750983800187,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,522.0,1009.5,27.8,55.5
112,1750984401797,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,517.0,1009.6,27.7,55.5
113,1750985003409,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,517.0,1009.7,27.7,56.0
114,1750985605046,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,515.0,1009.8,27.7,56.0
115,1750986206656,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,528.0,1010.0,27.7,56.0
116,1750986808294,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,515.0,1010.0,27.5,56.0
117,1750987409921,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,511.0,1010.0,27.5,56.5
118,1750988011552,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,532.0,1010.2,27.4,56.5
119,1750988613167,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,537.0,1010.2,27.4,57.0
120,1750989214774,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,541.0,1010.2,27.4,57.0
121,1750989816393,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,570.0,1010.4,27.4,57.5
122,1750990418004,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,552.0,1010.5,27.3,57.5
123,1750991019625,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,544.0,1010.8,27.2,57.5
124,1750991621251,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,558.0,1010.9,27.1,58.0
125,1750992222874,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,560.0,1011.0,27.0,58.0
126,1750992824479,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,566.0,1011.0,27.0,58.5
127,1750993426117,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,550.0,1011.1,26.9,59.0
128,1750994027737,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,564.0,1011.2,26.9,59.0
129,1750994629378,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,570.0,1011.3,26.8,59.0
130,1750995230991,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,574.0,1011.3,26.7,59.5
131,1750995832620,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,578.0,1011.4,26.7,59.5
132,1750996434253,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,593.0,1011.4,26.7,60.0
133,1750997035887,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,589.0,1011.5,26.6,60.0
134,1750997637513,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,600.0,1011.5,26.5,60.0
135,1750998239115,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,583.0,1011.6,26.5,60.5
136,1750998840757,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,604.0,1011.6,26.3,60.5
137,1750999442388,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,607.0,1011.7,26.3,60.5
138,1751000043997,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,595.0,1011.6,26.3,60.5
139,1751000645630,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,585.0,1011.8,26.2,60.5
140,1751001247260,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,589.0,1011.8,26.1,58.5
141,1751001848896,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,592.0,1012.0,25.8,58.0
142,1751002450526,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,587.0,1012.1,25.6,57.5
143,1751003052139,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,574.0,1012.1,25.3,57.5
144,1751003653738,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,572.0,1012.2,25.1,58.0
145,1751004255387,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,577.0,1012.2,24.9,58.0
146,1751004856993,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,569.0,1012.3,24.8,59.0
147,1751005458605,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,560.0,1012.3,24.7,59.5
148,1751006060242,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,542.0,1012.3,24.7,59.5
149,1751006661866,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,547.0,1012.2,24.8,60.0
150,1751007263495,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,547.0,1012.3,24.7,60.0
151,1751007865108,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,526.0,1012.4,24.9,60.5
152,1751008466723,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,535.0,1012.6,25.0,60.5
153,1751009068365,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,550.0,1012.6,25.1,60.5
154,1751009669993,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,581.0,1012.5,25.4,60.5
155,1751010271604,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,625.0,1012.6,25.5,60.5
156,1751010873238,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,658.0,1012.5,25.8,60.5
157,1751011474851,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,673.0,1012.5,25.9,60.0
158,1751012076465,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,711.0,1012.6,26.1,59.5
159,1751012678107,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,691.0,1012.7,26.3,59.5
160,1751013279733,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,702.0,1012.7,26.5,59.0
161,1751013881370,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,706.0,1012.6,26.6,58.5
162,1751014482965,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,721.0,1012.6,26.8,58.0
163,1751015084571,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,709.0,1012.8,27.0,57.5
164,1751015686199,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,742.0,1012.7,27.1,56.5
165,1751016287807,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,786.0,1012.8,27.1,56.0
166,1751016889449,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,799.0,1012.9,27.3,56.0
167,1751017491060,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,830.0,1012.8,27.3,56.0
168,1751018092680,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,845.0,1012.8,27.5,55.0
169,1751018694323,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,846.0,1012.8,27.6,55.0
170,1751019295949,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,850.0,1012.8,27.6,54.5
171,1751019897580,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,812.0,1012.8,27.8,54.0
172,1751020499208,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,853.0,1012.8,27.8,54.0
173,1751021100809,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,895.0,1012.8,27.9,53.5
174,1751021702440,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,847.0,1012.7,28.0,53.5
175,1751022304067,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,806.0,1012.7,28.0,53.0
176,1751022905706,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,749.0,1012.7,28.0,52.5
177,1751023507308,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,699.0,1012.6,28.0,52.5
178,1751024108958,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,684.0,1012.4,28.0,52.0
179,1751024710584,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,625.0,1012.3,28.1,52.5
180,1751025312190,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,620.0,1012.3,28.0,52.5
181,1751025913804,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,605.0,1012.3,28.1,51.5
182,1751026515446,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,642.0,1012.2,28.1,52.5
183,1751027117054,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,724.0,1012.1,28.0,52.0
184,1751027718690,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,797.0,1012.1,28.0,52.0
185,1751028320296,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,788.0,1012.0,27.9,53.0
186,1751028921912,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,841.0,1012.0,27.9,53.0
187,1751029523529,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,854.0,1011.9,28.0,53.0
188,1751030125167,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,881.0,1011.8,27.9,53.0
189,1751030726767,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,879.0,1011.7,27.9,53.0
190,1751031328394,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,880.0,1011.6,28.0,53.0
191,1751031930005,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,886.0,1011.6,27.8,53.0
192,1751032531637,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,857.0,1011.6,27.9,53.0
193,1751033133248,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,938.0,1011.6,27.8,53.0
194,1751033734857,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,901.0,1011.6,27.8,53.0
195,1751034336469,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,894.0,1011.6,27.8,53.0
196,1751034938089,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,899.0,1011.6,27.6,53.0
197,1751035539710,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,897.0,1011.6,27.6,52.5
198,1751036141312,5bdbea26bc6cc75125bdcb9a1162aaf0ec6d13f1385cadee529250b2645bb945,861.0,1011.6,27.5,52.5
