ts_generation,gdd,standard_day_degree_daily,daily_mean_temperature,daily_max_above_Tbase,daily_max,daily_max_reduction,ontario_units
1753833712857,550.3,14.0,24.0,22.8,32.8,21.2,25.9
1753920346756,565.9,15.6,25.6,24.5,34.5,19.5,26.7
1754006982858,581.6,15.8,25.8,24.4,34.4,19.6,27.1
1754093015132,592.9,11.3,21.3,17.1,27.1,17.1,26.2
1754179649148,606.6,13.6,23.6,22.5,32.5,21.5,25.6
1754265681885,621.2,14.6,24.6,23.6,33.6,20.4,26.0
1754352315831,637.2,16.0,26.0,25.8,35.8,18.2,25.7
1754438949804,652.4,15.2,25.2,23.5,33.5,20.5,27.2
1754524983612,669.2,16.8,26.8,25.9,35.9,18.1,26.9
1754611617535,687.8,18.5,28.6,27.3,37.3,16.7,28.0
1754697651300,708.1,20.4,30.4,29.2,39.2,14.8,28.2
1754784286449,729.7,21.6,31.6,30.5,40.5,13.5,28.1
1754870920208,749.9,20.2,30.2,29.2,39.2,14.8,28.0
1754956954180,769.1,19.2,29.2,29.0,39.0,15.0,26.4
1755043588161,789.1,20.0,30.0,29.2,39.2,14.8,27.6
1755129620293,809.5,20.4,30.4,29.3,39.3,14.7,28.2
1755216255564,829.8,20.2,30.2,29.1,39.1,14.9,28.2
1755302889283,850.4,20.6,30.6,29.5,39.5,14.5,28.1
1755388923116,869.8,19.4,29.4,28.0,38.0,16.0,28.5
1755475556965,888.9,19.2,29.2,26.1,36.1,17.9,30.9
1755562191160,907.4,18.4,28.4,26.4,36.4,17.6,29.2
1755648226839,921.9,14.6,24.6,19.8,29.8,19.8,29.9
1755734860705,931.4,9.5,19.5,11.4,21.4,11.4,25.4
1755820893023,945.8,14.4,24.4,23.1,33.1,20.9,26.2
1755907527022,960.1,14.2,24.2,22.8,32.8,21.2,26.3
1755994161047,968.6,8.5,18.5,10.0,20.0,10.0,23.8
1756104258813,983.4,14.8,24.8,20.8,30.8,20.8,29.5
1756166827726,1000.0,16.5,26.6,25.3,35.3,18.7,27.3
1756252861575,1014.9,14.9,24.9,22.5,32.5,21.5,27.8
1756339495284,1029.2,14.4,24.4,20.7,30.7,20.7,28.7
1756426130477,1043.8,14.6,24.6,22.6,32.6,21.4,27.2
1756512163103,1056.4,12.6,22.6,19.7,29.7,19.7,26.5
1756598797449,1070.6,14.2,24.2,23.6,33.6,20.4,25.3
1756684830533,1084.6,14.0,24.0,22.0,32.0,22.0,26.7
1756771464693,1096.7,12.0,22.0,18.0,28.0,18.0,26.9
1756858099000,1109.8,13.1,23.1,21.9,31.9,21.9,25.2
1756944131677,1124.5,14.7,24.7,23.5,33.5,20.5,26.3
1757030765971,1139.0,14.5,24.5,23.5,33.5,20.5,25.9
1757117400620,1151.5,12.5,22.5,22.0,32.0,22.0,24.0
1757203433367,1164.8,13.3,23.3,22.8,32.8,21.2,24.6
1757290068154,1177.2,12.4,22.4,19.3,29.3,19.3,26.5
1757376100647,1191.7,14.5,24.5,20.0,30.0,20.0,29.6
1757462734528,1203.2,11.5,21.5,16.2,26.2,16.2,27.1
1757549368650,1216.9,13.8,23.8,23.4,33.4,20.6,24.7
1757635401202,1230.5,13.6,23.6,23.5,33.5,20.5,24.2
1757722035412,1240.7,10.2,20.2,16.1,26.1,16.1,24.8
1757808067692,1255.1,14.4,24.4,15.7,25.7,15.7,32.6
1757894701246,1271.3,16.2,26.2,19.5,29.5,19.5,33.1
1757981337610,1288.0,16.7,26.7,20.2,30.2,20.2,33.4
1758067369628,1302.4,14.5,24.5,16.3,26.3,16.3,32.4
1758154002997,1317.3,14.8,24.8,16.5,26.5,16.5,33.0
1758240034886,1332.7,15.4,25.4,16.9,26.9,16.9,33.8
1758326672688,1348.7,16.0,26.0,17.2,27.2,17.2,34.5
1758413307489,1364.7,16.0,26.0,17.3,27.3,17.3,34.6
1758499941050,1379.3,14.6,24.6,16.0,26.0,16.0,32.7
1758585972781,1396.8,17.5,27.5,21.6,31.6,21.6,33.5
1758672006529,1410.0,13.2,23.2,14.0,24.0,14.0,31.3
1758758639837,1422.3,12.4,22.4,13.2,23.2,13.2,30.0
1758845275010,1434.7,12.4,22.4,13.4,23.4,13.4,30.0
1758931307583,1446.2,11.6,21.6,12.5,22.5,12.5,28.8
1759017941406,1457.7,11.5,21.5,12.3,22.3,12.3,28.8
1759104576403,1469.1,11.4,21.4,12.7,22.7,12.7,28.4
1759190608562,1480.5,11.4,21.4,12.6,22.6,12.6,28.5
1759277242344,1491.8,11.3,21.3,12.0,22.0,12.0,28.5
1759363274419,1502.4,10.6,20.6,11.4,21.4,11.4,27.5
1759449908245,1512.3,9.9,19.8,10.7,20.7,10.7,26.1
1759536542154,1522.0,9.8,19.8,10.9,20.9,10.9,25.9
1759622574693,1531.9,9.9,19.9,10.6,20.6,10.6,26.2
1759709208967,1541.6,9.6,19.6,10.7,20.7,10.7,25.8
1759795241248,1551.2,9.6,19.6,10.8,20.8,10.8,25.8
1759881875273,1561.0,9.8,19.8,11.1,21.1,11.1,26.0
1759968510630,1570.7,9.6,19.6,10.5,20.5,10.5,25.8
1760054543180,1580.5,9.9,19.8,11.0,21.0,11.0,26.1
1760141178854,1590.2,9.7,19.7,10.6,20.6,10.6,25.9
1760227211228,1599.7,9.5,19.5,10.3,20.3,10.3,25.6
1760313845518,1609.6,9.9,19.8,10.6,20.6,10.6,26.2
1760400479592,1619.9,10.4,20.4,11.3,21.3,11.3,27.0
1760486512035,1630.1,10.1,20.2,11.2,21.2,11.2,26.6
1760573146138,1639.7,9.6,19.6,10.7,20.7,10.7,25.7
1760659780408,1648.9,9.2,19.2,10.3,20.3,10.3,25.1
1760745816111,1657.4,8.5,18.5,9.2,19.2,9.2,23.8
1760832450318,1665.6,8.1,18.2,9.0,19.0,9.0,23.2
1760918483030,1674.0,8.5,18.5,9.1,19.1,9.1,23.7
1761005117351,1683.7,9.6,19.6,11.0,21.0,11.0,25.7
1761091751523,1693.7,10.0,20.0,11.2,21.2,11.2,26.3
1761177784007,1704.4,10.7,20.7,11.9,21.9,11.9,27.5
1761264418509,1714.4,10.0,20.0,10.8,20.8,10.8,26.3
1761350451573,1723.2,8.9,18.9,9.5,19.5,9.5,24.5
1761437085720,1732.1,8.9,18.8,9.5,19.5,9.5,24.4
1761523721497,1740.2,8.1,18.2,8.9,18.9,8.9,23.2
1761609754429,1749.6,9.4,19.4,11.7,21.7,11.7,25.2
